100_104, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,267,267,267,268,270,274,1,267,268,269,271,273,1,267,267,269,270,276,1,267,267,267,267,274,1
4,134,134,136,138,140,149,1,134,137,138,139,145,1,134,136,137,138,144,1,134,135,136,137,148,1
8,67,70,74,77,81,94,1,70,72,74,76,82,1,69,72,73,74,79,1,68,71,72,74,79,1
16,48,48,51,54,57,71,1,48,49,50,52,55,1,48,49,49,50,55,1,48,48,48,50,57,1
# Standard Task Graph Set Project
# Random Task Graph 100//tmp/100/rand0104.stg
# Precedence constraints generator : layrpred
#   Random Seed       : 127
#   Tasks             : 100 (+dummy tasks : 2)
#   Layers            : 10
#   Max. Layer Width  : 14
#   Min. Layer Width  : 7
#   Ave. Layer Width  : 10.000000
#   Edges             : 207 / 4468 (+dummy edges : 51)
#   Max. Predecessors : 8
#   Min. Predecessors : 0
#   Ave. Predecessors : 2.000000 (Real : 2.070000)
# Task processing time generator : expoproc
#   Random Seed       : 126
#   Max. Proc. Time   : 22
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 5.000000 (Real : 5.330000)
# CP Length           : 48
# Parallelism         : 11.104167
