100_116, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,520,520,521,522,524,537,1,520,522,524,526,533,1,520,520,520,520,527,1,520,521,522,524,533,1
4,260,262,265,267,269,284,1,263,266,268,272,281,1,260,263,265,267,277,1,261,264,266,268,281,1
8,136,148,150,154,156,173,1,146,152,154,157,165,1,145,149,151,153,162,1,144,146,146,148,151,1
16,136,136,136,136,136,150,1,136,136,136,136,136,1,136,136,136,136,139,1,136,136,136,136,138,1
# Standard Task Graph Set Project
# Random Task Graph 100//tmp/100/rand0116.stg
# Precedence constraints generator : layrpred
#   Random Seed       : 222
#   Tasks             : 100 (+dummy tasks : 2)
#   Layers            : 10
#   Max. Layer Width  : 14
#   Min. Layer Width  : 6
#   Ave. Layer Width  : 10.000000
#   Edges             : 1097 / 4473 (+dummy edges : 25)
#   Max. Predecessors : 33
#   Min. Predecessors : 0
#   Ave. Predecessors : 11.000000 (Real : 10.970000)
# Task processing time generator : normproc
#   Random Seed       : 221
#   Max. Proc. Time   : 18
#   Min. Proc. Time   : 2
#   Ave. Proc. Time   : 10.000000 (Real : 10.390000)
#   Standard Deviation: 3.000000
# CP Length           : 136
# Parallelism         : 7.639706
