100_41, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,272,272,276,280,283,292,1,272,273,275,280,294,1,272,272,272,272,288,1,272,273,274,274,295,1
4,136,149,154,157,160,185,1,140,150,154,158,170,1,143,153,155,158,169,1,138,149,151,154,176,1
8,100,102,106,107,110,129,1,100,102,103,104,111,1,100,104,105,107,115,1,100,101,102,104,115,1
16,100,100,100,100,102,120,1,100,100,100,100,100,1,100,100,100,100,102,1,100,100,100,100,103,1
# Standard Task Graph Set Project
# Random Task Graph 100//tmp/100/rand0041.stg
# Precedence constraints generator : layrprob
#   Random Seed       : 29680
#   Tasks             : 100 (+dummy tasks : 2)
#   Layers            : 10
#   Max. Layer Width  : 16
#   Min. Layer Width  : 7
#   Ave. Layer Width  : 10.000000
#   Edges             : 512 / 4466 (+dummy edges : 27)
#   Max. Predecessors : 15
#   Min. Predecessors : 0
#   Ave. Predecessors : 5.120000
#   Probability       : 0.119407 (Real : 0.114644)
# Task processing time generator : expoproc
#   Random Seed       : 29679
#   Max. Proc. Time   : 35
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 5.000000 (Real : 5.440000)
# CP Length           : 100
# Parallelism         : 5.440000
