100_105, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,478,478,482,486,491,507,1,478,482,487,493,509,1,478,478,478,478,491,1,478,479,481,483,503,1
4,252,263,272,276,281,306,1,259,270,275,282,308,1,257,262,264,267,279,1,256,263,266,268,286,1
8,216,217,220,221,223,243,1,218,220,222,224,230,1,216,219,220,222,227,1,216,216,216,217,226,1
16,216,216,216,216,216,238,1,216,216,216,216,216,1,216,216,216,216,218,1,216,216,216,216,218,1
# Standard Task Graph Set Project
# Random Task Graph 100//tmp/100/rand0105.stg
# Precedence constraints generator : layrpred
#   Random Seed       : 136
#   Tasks             : 100 (+dummy tasks : 2)
#   Layers            : 10
#   Max. Layer Width  : 16
#   Min. Layer Width  : 4
#   Ave. Layer Width  : 10.000000
#   Edges             : 1463 / 4452 (+dummy edges : 23)
#   Max. Predecessors : 37
#   Min. Predecessors : 0
#   Ave. Predecessors : 15.000000 (Real : 14.630000)
# Task processing time generator : expoproc
#   Random Seed       : 134
#   Max. Proc. Time   : 53
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 10.000000 (Real : 9.560000)
# CP Length           : 216
# Parallelism         : 4.425926
