100_83, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,285,285,285,286,287,292,1,285,286,287,288,295,1,285,285,285,285,294,1,285,285,285,286,292,1
4,143,145,149,152,155,164,1,145,148,150,153,161,1,143,148,150,152,154,1,143,145,146,149,154,1
8,86,88,93,95,96,107,1,87,90,93,94,101,1,87,90,92,93,98,1,86,88,90,91,100,1
16,86,86,86,88,90,105,1,86,86,86,86,86,1,86,86,86,86,88,1,86,86,86,86,89,1
# Standard Task Graph Set Project
# Random Task Graph 100//tmp/100/rand0083.stg
# Precedence constraints generator : samepred
#   Random Seed       : 29974
#   Tasks             : 100 (+dummy tasks : 2)
#   Edges             : 415 / 4950 (+dummy edges : 23)
#   Max. Predecessors : 12
#   Min. Predecessors : 0
#   Ave. Predecessors : 4.000000 (Real : 4.150000)
# Task processing time generator : normproc
#   Random Seed       : 29973
#   Max. Proc. Time   : 8
#   Min. Proc. Time   : 3
#   Ave. Proc. Time   : 5.000000 (Real : 5.690000)
#   Standard Deviation: 1.000000
# CP Length           : 86
# Parallelism         : 6.616279
