100_13, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,315,315,316,318,320,331,1,315,316,318,321,337,1,315,315,315,315,324,1,315,315,316,317,332,1
4,158,166,174,177,180,198,1,163,169,173,176,188,1,162,167,169,171,178,1,161,165,167,170,178,1
8,149,149,149,150,150,156,1,149,149,149,150,154,1,149,149,149,149,151,1,149,149,149,149,153,1
16,149,149,149,149,149,159,1,149,149,149,149,149,1,149,149,149,149,152,1,149,149,149,149,151,1
# Standard Task Graph Set Project
# Random Task Graph 100//tmp/100/rand0013.stg
# Precedence constraints generator : sameprob
#   Random Seed       : 29484
#   Tasks             : 100 (+dummy tasks : 2)
#   Edges             : 708 / 4950 (+dummy edges : 20)
#   Max. Predecessors : 26
#   Min. Predecessors : 0
#   Ave. Predecessors : 7.080000
#   Probability       : 0.145710 (Real : 0.143030)
# Task processing time generator : expoproc
#   Random Seed       : 29483
#   Max. Proc. Time   : 36
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 5.000000 (Real : 6.300000)
# CP Length           : 149
# Parallelism         : 4.228188
