100_143, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,420,420,423,430,436,451,1,420,422,425,429,449,1,420,420,420,420,422,1,420,421,421,422,422,1
4,210,232,244,248,252,278,1,218,227,232,237,255,1,219,229,232,235,249,1,214,224,228,233,259,1
8,176,177,180,182,184,200,1,176,176,177,179,194,1,176,178,180,182,193,1,176,176,176,176,178,1
16,176,176,176,176,176,188,1,176,176,176,176,176,1,176,176,176,176,178,1,176,176,176,176,179,1
# Standard Task Graph Set Project
# Random Task Graph 100//tmp/100/rand0143.stg
# Precedence constraints generator : layrprob
#   Random Seed       : 1825
#   Tasks             : 100 (+dummy tasks : 2)
#   Layers            : 10
#   Max. Layer Width  : 16
#   Min. Layer Width  : 7
#   Ave. Layer Width  : 10.000000
#   Edges             : 679 / 4472 (+dummy edges : 24)
#   Max. Predecessors : 18
#   Min. Predecessors : 0
#   Ave. Predecessors : 6.790000
#   Probability       : 0.159470 (Real : 0.151834)
# Task processing time generator : expo2pks
#   Random Seed       : 1824
#   Max. Proc. Time   : 52
#   Min. Proc. Time   : 1
#   Ave. Proc. Time(1): 5.000000
#   Ave. Proc. Time(2): 10.000000 (Real : 8.390000)
#   Probability of Av1: 0.500000
# CP Length           : 176
# Parallelism         : 4.767045
