100_15, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,545,545,552,560,565,577,1,545,547,554,566,575,1,545,545,545,545,560,1,545,545,545,547,581,1
4,273,285,298,304,309,339,1,279,295,303,309,324,1,278,278,279,280,308,1,281,294,298,302,308,1
8,206,206,211,213,216,240,1,206,208,209,212,227,1,207,207,207,207,218,1,206,206,206,207,213,1
16,206,206,206,206,206,207,1,206,206,206,206,206,1,206,206,206,206,208,1,206,206,206,206,209,1
# Standard Task Graph Set Project
# Random Task Graph 100//tmp/100/rand0015.stg
# Precedence constraints generator : sameprob
#   Random Seed       : 29498
#   Tasks             : 100 (+dummy tasks : 2)
#   Edges             : 322 / 4950 (+dummy edges : 30)
#   Max. Predecessors : 10
#   Min. Predecessors : 0
#   Ave. Predecessors : 3.220000
#   Probability       : 0.058117 (Real : 0.065051)
# Task processing time generator : expoproc
#   Random Seed       : 29497
#   Max. Proc. Time   : 41
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 10.000000 (Real : 10.890000)
# CP Length           : 206
# Parallelism         : 5.286408
