100_107, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,489,489,490,492,495,511,1,489,490,492,496,511,1,489,490,490,491,511,1,489,490,492,495,513,1
4,245,247,253,256,261,285,1,245,250,257,262,276,1,245,250,253,257,281,1,245,251,255,260,281,1
8,137,147,154,157,162,170,1,137,140,145,150,172,1,143,153,156,159,164,1,137,139,140,143,163,1
16,137,137,137,137,137,158,1,137,137,137,137,137,1,137,137,137,137,139,1,137,137,137,137,139,1
# Standard Task Graph Set Project
# Random Task Graph 100//tmp/100/rand0107.stg
# Precedence constraints generator : layrpred
#   Random Seed       : 151
#   Tasks             : 100 (+dummy tasks : 2)
#   Layers            : 10
#   Max. Layer Width  : 14
#   Min. Layer Width  : 6
#   Ave. Layer Width  : 10.000000
#   Edges             : 391 / 4471 (+dummy edges : 30)
#   Max. Predecessors : 13
#   Min. Predecessors : 0
#   Ave. Predecessors : 4.000000 (Real : 3.910000)
# Task processing time generator : expoproc
#   Random Seed       : 150
#   Max. Proc. Time   : 66
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 10.000000 (Real : 9.780000)
# CP Length           : 137
# Parallelism         : 7.138686
