100_115, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,526,526,527,529,530,535,1,526,528,531,533,543,1,526,526,526,526,533,1,526,527,528,529,536,1
4,263,265,268,270,272,279,1,265,270,272,275,287,1,263,263,264,267,275,1,263,266,268,269,279,1
8,150,156,162,165,167,174,1,156,165,168,170,179,1,154,159,161,163,169,1,152,152,153,153,160,1
16,141,141,141,141,141,146,1,141,141,141,141,141,1,141,141,141,141,145,1,141,141,141,141,143,1
# Standard Task Graph Set Project
# Random Task Graph 100//tmp/100/rand0115.stg
# Precedence constraints generator : layrpred
#   Random Seed       : 215
#   Tasks             : 100 (+dummy tasks : 2)
#   Layers            : 10
#   Max. Layer Width  : 13
#   Min. Layer Width  : 5
#   Ave. Layer Width  : 10.000000
#   Edges             : 1677 / 4459 (+dummy edges : 22)
#   Max. Predecessors : 37
#   Min. Predecessors : 0
#   Ave. Predecessors : 17.000000 (Real : 16.770000)
# Task processing time generator : normproc
#   Random Seed       : 214
#   Max. Proc. Time   : 18
#   Min. Proc. Time   : 4
#   Ave. Proc. Time   : 10.000000 (Real : 10.510000)
#   Standard Deviation: 3.000000
# CP Length           : 141
# Parallelism         : 7.453901
