100_21, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,277,277,277,278,279,282,1,277,277,278,279,283,1,277,277,277,278,283,1,277,277,277,277,282,1
4,139,139,142,143,145,161,1,139,141,142,144,149,1,139,141,142,143,148,1,139,141,142,143,150,1
8,74,77,81,82,84,95,1,76,79,80,81,88,1,75,78,79,80,85,1,74,76,77,78,85,1
16,74,74,74,75,78,84,1,74,74,74,74,74,1,74,74,74,74,77,1,74,74,74,74,76,1
# Standard Task Graph Set Project
# Random Task Graph 100//tmp/100/rand0021.stg
# Precedence constraints generator : sameprob
#   Random Seed       : 29540
#   Tasks             : 100 (+dummy tasks : 2)
#   Edges             : 459 / 4950 (+dummy edges : 25)
#   Max. Predecessors : 14
#   Min. Predecessors : 0
#   Ave. Predecessors : 4.590000
#   Probability       : 0.095338 (Real : 0.092727)
# Task processing time generator : normproc
#   Random Seed       : 29539
#   Max. Proc. Time   : 8
#   Min. Proc. Time   : 3
#   Ave. Proc. Time   : 5.000000 (Real : 5.530000)
#   Standard Deviation: 1.000000
# CP Length           : 74
# Parallelism         : 7.472973
