100_17, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,569,569,570,572,574,584,1,569,570,572,575,591,1,569,569,569,569,576,1,569,569,569,571,594,1
4,285,287,291,294,297,314,1,286,291,296,300,311,1,285,286,286,286,304,1,285,289,291,294,307,1
8,206,206,206,206,210,247,1,206,206,206,206,206,1,206,206,206,207,213,1,206,206,206,206,208,1
16,206,206,206,206,206,242,1,206,206,206,206,206,1,206,206,206,206,208,1,206,206,206,206,208,1
# Standard Task Graph Set Project
# Random Task Graph 100//tmp/100/rand0017.stg
# Precedence constraints generator : sameprob
#   Random Seed       : 29512
#   Tasks             : 100 (+dummy tasks : 2)
#   Edges             : 592 / 4950 (+dummy edges : 18)
#   Max. Predecessors : 15
#   Min. Predecessors : 0
#   Ave. Predecessors : 5.920000
#   Probability       : 0.120524 (Real : 0.119596)
# Task processing time generator : expoproc
#   Random Seed       : 29511
#   Max. Proc. Time   : 45
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 10.000000 (Real : 11.370000)
# CP Length           : 206
# Parallelism         : 5.519417
