300_26, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,1540,1540,1541,1543,1546,1557,1,1540,1543,1545,1549,1560,1,1540,1542,1544,1546,1566,1,1540,1540,1541,1543,1554,1
4,770,775,784,787,792,810,1,773,784,787,792,803,1,773,781,785,788,808,1,772,780,784,788,818,1
8,399,426,438,442,447,464,1,427,436,440,444,455,1,,,,,,,417,428,431,434,453,1
16,379,379,381,383,388,418,1,379,379,379,379,379,1,379,379,379,379,382,1,379,379,379,379,381,1
# Standard Task Graph Set Project
# Random Task Graph 300//tmp/300/rand0026.stg
# Precedence constraints generator : sameprob
#   Random Seed       : 459
#   Tasks             : 300 (+dummy tasks : 2)
#   Edges             : 3297 / 44850 (+dummy edges : 24)
#   Max. Predecessors : 32
#   Min. Predecessors : 0
#   Ave. Predecessors : 10.990000
#   Probability       : 0.073872 (Real : 0.073512)
# Task processing time generator : normproc
#   Random Seed       : 458
#   Max. Proc. Time   : 19
#   Min. Proc. Time   : 2
#   Ave. Proc. Time   : 10.000000 (Real : 10.263333)
#   Standard Deviation: 3.000000
# CP Length           : 379
# Parallelism         : 8.124010
