300_87, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,1566,1566,1568,1570,1572,1588,1,1566,1568,1570,1573,1585,1,1566,1568,1569,1572,1588,1,1566,1568,1569,1572,1589,1
4,785,785,798,803,809,824,1,785,790,796,801,828,1,784,794,799,805,825,1,784,791,796,803,833,1
8,393,435,447,453,462,479,1,420,439,447,455,482,1,,,,,,,407,431,438,444,467,1
16,346,346,351,355,359,391,1,346,348,350,352,360,1,,,,,,,346,346,346,347,355,1
# Standard Task Graph Set Project
# Random Task Graph 300//tmp/300/rand0087.stg
# Precedence constraints generator : samepred
#   Random Seed       : 888
#   Tasks             : 300 (+dummy tasks : 2)
#   Edges             : 2102 / 44850 (+dummy edges : 44)
#   Max. Predecessors : 20
#   Min. Predecessors : 0
#   Ave. Predecessors : 7.000000 (Real : 7.006667)
# Task processing time generator : normproc
#   Random Seed       : 887
#   Max. Proc. Time   : 20
#   Min. Proc. Time   : 2
#   Ave. Proc. Time   : 10.000000 (Real : 10.440000)
#   Standard Deviation: 3.000000
# CP Length           : 346
# Parallelism         : 9.052023
