300_51, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,831,831,833,833,835,840,1,831,833,834,836,842,1,831,832,833,835,842,1,831,832,833,834,841,1
4,416,420,424,426,429,440,1,418,422,424,426,432,1,416,420,422,424,436,1,416,420,422,424,435,1
8,211,228,236,239,244,256,1,227,230,232,235,244,1,222,229,231,233,242,1,219,225,227,229,240,1
16,180,185,192,196,200,225,1,182,184,185,185,185,1,180,180,180,180,182,1,182,182,182,182,185,1
# Standard Task Graph Set Project
# Random Task Graph 300//tmp/300/rand0051.stg
# Precedence constraints generator : layrprob
#   Random Seed       : 635
#   Tasks             : 300 (+dummy tasks : 2)
#   Layers            : 30
#   Max. Layer Width  : 20
#   Min. Layer Width  : 2
#   Ave. Layer Width  : 10.000000
#   Edges             : 7735 / 43251 (+dummy edges : 31)
#   Max. Predecessors : 62
#   Min. Predecessors : 0
#   Ave. Predecessors : 25.783333
#   Probability       : 0.178959 (Real : 0.178840)
# Task processing time generator : normproc
#   Random Seed       : 634
#   Max. Proc. Time   : 8
#   Min. Proc. Time   : 3
#   Ave. Proc. Time   : 5.000000 (Real : 5.540000)
#   Standard Deviation: 1.000000
# CP Length           : 180
# Parallelism         : 9.233334
