300_61, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,843,844,847,850,854,867,1,843,848,851,854,867,1,843,845,847,849,861,1,843,843,844,845,855,1
4,422,442,455,459,464,480,1,443,451,456,461,471,1,,,,,,,427,433,435,438,456,1
8,348,348,350,351,355,365,1,348,349,351,352,355,1,348,349,350,351,354,1,348,348,348,349,351,1
16,348,348,348,350,351,366,1,348,348,348,348,348,1,348,348,348,348,350,1,348,348,348,348,350,1
# Standard Task Graph Set Project
# Random Task Graph 300//tmp/300/rand0061.stg
# Precedence constraints generator : samepred
#   Random Seed       : 706
#   Tasks             : 300 (+dummy tasks : 2)
#   Edges             : 5353 / 44850 (+dummy edges : 13)
#   Max. Predecessors : 47
#   Min. Predecessors : 0
#   Ave. Predecessors : 18.000000 (Real : 17.843333)
# Task processing time generator : unifproc
#   Random Seed       : 705
#   Max. Proc. Time   : 10
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 5.000000 (Real : 5.620000)
# CP Length           : 348
# Parallelism         : 4.844828
