300_16, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,1561,1561,1565,1568,1573,1596,1,1561,1564,1567,1571,1586,1,1561,1564,1568,1573,1609,1,1561,1563,1565,1568,1599,1
4,781,804,811,817,822,857,1,787,807,812,821,844,1,798,809,814,819,861,1,788,812,816,823,859,1
8,436,479,490,496,506,547,1,466,473,477,483,495,1,,,,,,,458,473,477,482,511,1
16,436,436,436,436,438,477,1,436,436,436,436,436,1,436,436,436,436,439,1,436,436,436,436,439,1
# Standard Task Graph Set Project
# Random Task Graph 300//tmp/300/rand0016.stg
# Precedence constraints generator : sameprob
#   Random Seed       : 381
#   Tasks             : 300 (+dummy tasks : 2)
#   Edges             : 2772 / 44850 (+dummy edges : 32)
#   Max. Predecessors : 32
#   Min. Predecessors : 0
#   Ave. Predecessors : 9.240000
#   Probability       : 0.061838 (Real : 0.061806)
# Task processing time generator : expoproc
#   Random Seed       : 380
#   Max. Proc. Time   : 76
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 10.000000 (Real : 10.403333)
# CP Length           : 436
# Parallelism         : 7.158257
