300_53, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,824,824,824,825,826,827,1,824,825,826,827,831,1,824,825,825,826,831,1,824,825,825,827,833,1
4,412,413,416,419,422,436,1,413,415,416,417,420,1,412,414,415,416,420,1,412,415,416,417,426,1
8,206,213,220,223,225,237,1,209,212,214,216,221,1,,,,,,,208,212,214,216,225,1
16,143,145,153,156,160,181,1,143,144,145,146,147,1,,,,,,,143,143,143,144,148,1
# Standard Task Graph Set Project
# Random Task Graph 300//tmp/300/rand0053.stg
# Precedence constraints generator : layrprob
#   Random Seed       : 649
#   Tasks             : 300 (+dummy tasks : 2)
#   Layers            : 30
#   Max. Layer Width  : 19
#   Min. Layer Width  : 4
#   Ave. Layer Width  : 10.000000
#   Edges             : 4021 / 43299 (+dummy edges : 32)
#   Max. Predecessors : 38
#   Min. Predecessors : 0
#   Ave. Predecessors : 13.403333
#   Probability       : 0.091366 (Real : 0.092866)
# Task processing time generator : normproc
#   Random Seed       : 648
#   Max. Proc. Time   : 9
#   Min. Proc. Time   : 3
#   Ave. Proc. Time   : 5.000000 (Real : 5.493333)
#   Standard Deviation: 1.000000
# CP Length           : 143
# Parallelism         : 11.524475
