300_118, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,1534,1534,1535,1536,1538,1547,1,1534,1535,1537,1539,1547,1,1534,1535,1536,1539,1554,1,1534,1535,1536,1538,1547,1
4,767,770,774,776,781,815,1,769,772,775,780,789,1,768,772,774,777,790,1,767,771,774,778,795,1
8,384,396,407,413,420,444,1,390,395,400,403,426,1,390,398,401,405,420,1,389,397,400,404,428,1
16,224,241,255,260,270,295,1,229,240,244,249,257,1,,,,,,,226,236,240,243,259,1
# Standard Task Graph Set Project
# Random Task Graph 300//tmp/300/rand0118.stg
# Precedence constraints generator : layrpred
#   Random Seed       : 1105
#   Tasks             : 300 (+dummy tasks : 2)
#   Layers            : 30
#   Max. Layer Width  : 16
#   Min. Layer Width  : 5
#   Ave. Layer Width  : 10.000000
#   Edges             : 1826 / 43396 (+dummy edges : 58)
#   Max. Predecessors : 21
#   Min. Predecessors : 0
#   Ave. Predecessors : 6.000000 (Real : 6.086667)
# Task processing time generator : normproc
#   Random Seed       : 1104
#   Max. Proc. Time   : 18
#   Min. Proc. Time   : 2
#   Ave. Proc. Time   : 10.000000 (Real : 10.223333)
#   Standard Deviation: 3.000000
# CP Length           : 224
# Parallelism         : 13.691964
