300_140, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,1154,1154,1157,1160,1166,1188,1,1154,1155,1157,1161,1182,1,1154,1156,1159,1165,1197,1,1154,1155,1156,1159,1200,1
4,577,604,619,625,636,659,1,581,595,603,610,634,1,,,,,,,580,591,596,601,610,1
8,407,423,429,434,441,477,1,414,425,428,432,444,1,416,425,428,431,445,1,408,415,418,423,438,1
16,407,407,407,409,412,429,1,407,407,407,407,407,1,407,407,407,407,409,1,407,407,407,407,409,1
# Standard Task Graph Set Project
# Random Task Graph 300//tmp/300/rand0140.stg
# Precedence constraints generator : layrprob
#   Random Seed       : 2228
#   Tasks             : 300 (+dummy tasks : 2)
#   Layers            : 30
#   Max. Layer Width  : 15
#   Min. Layer Width  : 6
#   Ave. Layer Width  : 10.000000
#   Edges             : 5000 / 43430 (+dummy edges : 27)
#   Max. Predecessors : 43
#   Min. Predecessors : 0
#   Ave. Predecessors : 16.666667
#   Probability       : 0.116169 (Real : 0.115128)
# Task processing time generator : expo2pks
#   Random Seed       : 2227
#   Max. Proc. Time   : 55
#   Min. Proc. Time   : 1
#   Ave. Proc. Time(1): 5.000000
#   Ave. Proc. Time(2): 10.000000 (Real : 7.693333)
#   Probability of Av1: 0.500000
# CP Length           : 407
# Parallelism         : 5.670762
