300_166, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,1208,1208,1209,1211,1213,1223,1,1208,1210,1213,1217,1226,1,1208,1209,1211,1214,1227,1,1208,1209,1211,1214,1231,1
4,604,608,616,621,626,647,1,607,614,618,625,639,1,606,613,617,621,643,1,605,611,615,620,640,1
8,314,343,355,359,363,383,1,336,350,353,357,370,1,339,350,353,356,371,1,333,345,348,351,374,1
16,314,314,315,319,325,338,1,314,314,314,314,314,1,314,314,314,314,316,1,314,314,314,314,316,1
# Standard Task Graph Set Project
# Random Task Graph 300//tmp/300/rand0166.stg
# Precedence constraints generator : layrpred
#   Random Seed       : 2410
#   Tasks             : 300 (+dummy tasks : 2)
#   Layers            : 30
#   Max. Layer Width  : 17
#   Min. Layer Width  : 5
#   Ave. Layer Width  : 10.000000
#   Edges             : 5038 / 43400 (+dummy edges : 29)
#   Max. Predecessors : 41
#   Min. Predecessors : 0
#   Ave. Predecessors : 17.000000 (Real : 16.793333)
# Task processing time generator : unif2pks
#   Random Seed       : 2409
#   Max. Proc. Time   : 20
#   Min. Proc. Time   : 1
#   Ave. Proc. Time(1): 5.000000
#   Ave. Proc. Time(2): 10.000000 (Real : 8.050000)
#   Probability of Av1: 0.500000
# CP Length           : 314
# Parallelism         : 7.691083
