300_45, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,1641,1641,1645,1649,1655,1679,1,1641,1644,1647,1652,1671,1,1641,1641,1641,1641,1662,1,1641,1643,1645,1649,1678,1
4,821,833,848,853,863,903,1,827,836,844,853,886,1,,,,,,,823,834,841,849,908,1
8,536,547,554,559,565,605,1,543,550,556,562,571,1,,,,,,,539,543,544,547,561,1
16,536,536,536,536,542,594,1,536,536,536,536,536,1,536,536,536,536,539,1,536,536,536,536,538,1
# Standard Task Graph Set Project
# Random Task Graph 300//tmp/300/rand0045.stg
# Precedence constraints generator : layrprob
#   Random Seed       : 592
#   Tasks             : 300 (+dummy tasks : 2)
#   Layers            : 30
#   Max. Layer Width  : 17
#   Min. Layer Width  : 3
#   Ave. Layer Width  : 10.000000
#   Edges             : 6160 / 43350 (+dummy edges : 24)
#   Max. Predecessors : 56
#   Min. Predecessors : 0
#   Ave. Predecessors : 20.533333
#   Probability       : 0.141738 (Real : 0.142099)
# Task processing time generator : expoproc
#   Random Seed       : 591
#   Max. Proc. Time   : 92
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 10.000000 (Real : 10.940000)
# CP Length           : 536
# Parallelism         : 6.123134
