300_138, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,1177,1177,1177,1178,1180,1191,1,1177,1177,1179,1181,1186,1,1177,1178,1179,1181,1194,1,1177,1177,1179,1180,1200,1
4,589,590,595,598,602,620,1,589,592,594,597,614,1,589,592,594,596,612,1,589,592,594,596,611,1
8,295,304,316,321,328,364,1,300,305,307,310,319,1,300,307,309,312,320,1,298,304,307,309,320,1
16,214,214,221,225,230,249,1,214,217,219,220,224,1,214,217,218,219,223,1,214,214,214,215,223,1
# Standard Task Graph Set Project
# Random Task Graph 300//tmp/300/rand0138.stg
# Precedence constraints generator : layrprob
#   Random Seed       : 2214
#   Tasks             : 300 (+dummy tasks : 2)
#   Layers            : 30
#   Max. Layer Width  : 14
#   Min. Layer Width  : 4
#   Ave. Layer Width  : 10.000000
#   Edges             : 2246 / 43394 (+dummy edges : 55)
#   Max. Predecessors : 24
#   Min. Predecessors : 0
#   Ave. Predecessors : 7.486667
#   Probability       : 0.053762 (Real : 0.051758)
# Task processing time generator : unif2pks
#   Random Seed       : 2213
#   Max. Proc. Time   : 20
#   Min. Proc. Time   : 1
#   Ave. Proc. Time(1): 5.000000
#   Ave. Proc. Time(2): 10.000000 (Real : 7.843333)
#   Probability of Av1: 0.500000
# CP Length           : 214
# Parallelism         : 10.995327
