300_105, optimal,CP_min,CP_q1,CP_q2,CP_q3,CP_max,CP_time,CN_min,CN_q1,CN_q2,CN_q3,CN_max,CN_time,SP_min,SP_q1,SP_q2,SP_q3,SP_max,SP_time,SN_min,SN_q1,SN_q2,SN_q3,SN_max,SN_time
2,1603,1603,1604,1607,1611,1621,1,1603,1605,1608,1613,1622,1,1603,1604,1607,1610,1623,1,1603,1604,1607,1611,1631,1
4,802,803,809,814,818,841,1,802,809,812,818,834,1,802,807,810,815,830,1,802,809,814,819,842,1
8,401,413,422,427,432,492,1,405,416,419,423,438,1,,,,,,,405,416,420,423,450,1
16,201,236,265,281,309,371,1,219,224,228,234,258,1,,,,,,,209,223,226,231,257,1
# Standard Task Graph Set Project
# Random Task Graph 300//tmp/300/rand0105.stg
# Precedence constraints generator : layrpred
#   Random Seed       : 1014
#   Tasks             : 300 (+dummy tasks : 2)
#   Layers            : 30
#   Max. Layer Width  : 18
#   Min. Layer Width  : 2
#   Ave. Layer Width  : 10.000000
#   Edges             : 580 / 43313 (+dummy edges : 158)
#   Max. Predecessors : 9
#   Min. Predecessors : 0
#   Ave. Predecessors : 2.000000 (Real : 1.933333)
# Task processing time generator : expoproc
#   Random Seed       : 1013
#   Max. Proc. Time   : 57
#   Min. Proc. Time   : 1
#   Ave. Proc. Time   : 10.000000 (Real : 10.683333)
# CP Length           : 126
# Parallelism         : 25.436508
